id,loan_status
58766,0.0077380384
58767,0.013852446
58768,0.9564643
58769,0.0014768802
58770,0.015161242
58771,0.038092535
58772,0.018217884
58773,0.01048541
58774,0.009482259
58775,0.9317939
58776,0.9488635
58777,0.0052841953
58778,0.16870698
58779,0.039239887
58780,0.014890498
58781,0.013966936
58782,0.086376525
58783,0.03614923
58784,0.012098443
58785,0.0026940703
58786,0.22589916
58787,0.062099256
58788,0.1626002
58789,0.020685846
58790,0.042298354
58791,0.08320547
58792,0.00051549805
58793,0.027737362
58794,0.0059810583
58795,0.012711034
58796,0.014817818
58797,0.048568435
58798,0.050962333
58799,0.89274275
58800,0.019817594
58801,0.0024417208
58802,0.9233932
58803,0.24386302
58804,0.23329729
58805,0.8819695
58806,0.06235959
58807,0.012113052
58808,0.0074631963
58809,0.9336234
58810,0.95889336
58811,0.026943676
58812,0.016630186
58813,0.09025107
58814,0.09388983
58815,0.0018011549
58816,0.010566315
58817,0.004269933
58818,0.051661722
58819,0.09918164
58820,0.0021133742
58821,0.027667468
58822,0.0035351166
58823,0.16370775
58824,0.057777297
58825,0.00020781551
58826,0.12771842
58827,0.011277249
58828,0.0030252596
58829,0.039705474
58830,0.010302149
58831,0.2994022
58832,0.008620726
58833,0.0029599285
58834,0.007952559
58835,0.98055
58836,0.0307844
58837,0.05159628
58838,0.005621326
58839,0.00046175197
58840,0.004813168
58841,0.958184
58842,0.0013858567
58843,0.013527751
58844,0.056476206
58845,0.09182381
58846,0.00011243291
58847,0.97950935
58848,0.118328124
58849,0.24124195
58850,0.015378137
58851,0.085838996
58852,0.40536636
58853,0.021907698
58854,0.99383545
58855,0.25077695
58856,0.0009898561
58857,0.023365917
58858,0.11722411
58859,0.010351271
58860,0.002388753
58861,0.017337848
58862,0.18677789
58863,0.32331485
58864,0.012072174
58865,0.17544247
58866,0.0051153284
58867,0.00010110236
58868,0.013368814
58869,0.015431869
58870,0.095963776
58871,0.0030354348
58872,0.013888971
58873,0.0063129617
58874,0.9658618
58875,0.009346667
58876,0.005372288
58877,0.00065248064
58878,0.061766773
58879,0.0027213192
58880,0.03892322
58881,0.030030282
58882,0.0012192172
58883,0.15836145
58884,0.21224916
58885,0.3228851
58886,0.0044366266
58887,0.9086201
58888,0.37017143
58889,0.9887482
58890,0.14242259
58891,0.32760698
58892,0.028236017
58893,0.0081763705
58894,0.037655212
58895,0.0008273346
58896,0.0025642004
58897,0.020117741
58898,0.14640985
58899,0.93554133
58900,0.013071357
58901,0.019433724
58902,0.12918395
58903,0.0046193493
58904,0.035298973
58905,0.002895547
58906,0.06206383
58907,0.03750348
58908,0.004915996
58909,0.023413777
58910,0.0074050394
58911,0.03800471
58912,0.0013225336
58913,0.25395626
58914,0.043109205
58915,0.00872126
58916,0.022073368
58917,0.04614054
58918,0.009975482
58919,0.011321223
58920,0.18430017
58921,0.0011345866
58922,0.032041732
58923,0.0018600904
58924,0.028400952
58925,0.016602766
58926,0.03123862
58927,0.013451306
58928,0.056914672
58929,0.00082852825
58930,0.010813964
58931,0.98668694
58932,0.91348195
58933,0.114217795
58934,0.040553797
58935,0.021490637
58936,0.032386936
58937,0.02078839
58938,0.010014568
58939,0.0028447947
58940,0.011206724
58941,0.98470473
58942,0.9577581
58943,0.08482128
58944,0.020126898
58945,0.015993996
58946,0.020620773
58947,0.019649142
58948,0.018827783
58949,0.00068607467
58950,0.31046537
58951,0.043812945
58952,0.0046512075
58953,0.009040318
58954,0.9798845
58955,0.012060527
58956,0.002109964
58957,0.9902796
58958,0.9935266
58959,0.0070473524
58960,0.030769628
58961,0.0069940817
58962,0.068314165
58963,0.04291164
58964,0.033530056
58965,0.027083823
58966,0.021570519
58967,0.0035542801
58968,0.0091372775
58969,0.3867538
58970,0.002849064
58971,0.098674536
58972,0.0453346
58973,0.9916231
58974,0.08010503
58975,0.038161602
58976,0.020932388
58977,0.03813832
58978,0.010564432
58979,0.011248342
58980,0.010480241
58981,0.00083714613
58982,0.017418884
58983,0.004046594
58984,0.008711397
58985,0.031046031
58986,0.982995
58987,0.005570374
58988,0.02410018
58989,0.01632238
58990,0.0005433948
58991,0.019852204
58992,0.022873726
58993,0.002252564
58994,0.013499394
58995,0.9991392
58996,0.015822979
58997,0.90073276
58998,0.0029936698
58999,0.009235931
59000,0.071896866
59001,0.10907426
59002,0.108942896
59003,0.049288716
59004,0.064297386
59005,0.0027804833
59006,0.021970773
59007,0.038199503
59008,0.96442854
59009,0.011018101
59010,0.0059365844
59011,0.03226086
59012,0.033920776
59013,0.005899936
59014,0.0036150445
59015,0.07270334
59016,0.007374952
59017,0.02110686
59018,0.020662602
59019,0.011225656
59020,0.0017395928
59021,0.024757262
59022,0.032976132
59023,0.9578979
59024,0.018592715
59025,0.9918956
59026,0.016681269
59027,0.009649771
59028,0.022714788
59029,0.05453573
59030,0.0053646215
59031,0.33324337
59032,0.82324857
59033,0.086152226
59034,0.043773964
59035,0.008183709
59036,0.036598366
59037,0.076747514
59038,0.013505536
59039,0.012440968
59040,0.005282759
59041,0.01812156
59042,0.043137982
59043,0.9548811
59044,0.0013169266
59045,0.0061844587
59046,0.16710985
59047,0.40695354
59048,0.012147107
59049,0.056843445
59050,0.002273239
59051,0.024322404
59052,0.0033184448
59053,0.028950091
59054,0.017413082
59055,0.047159534
59056,0.005640328
59057,0.94099593
59058,0.0012769994
59059,0.10443445
59060,0.0014593718
59061,0.007140774
59062,0.014978923
59063,0.0013653102
59064,0.0127806775
59065,0.00056682597
59066,0.03215964
59067,0.0041253082
59068,0.05303242
59069,0.011906487
59070,0.008410643
59071,0.21376885
59072,0.0057985145
59073,0.96562093
59074,0.016792802
59075,0.03740321
59076,0.028302887
59077,0.99805033
59078,0.026976245
59079,0.038995106
59080,0.0053915414
59081,0.015835995
59082,0.0360416
59083,0.012822433
59084,0.0006124866
59085,0.056114364
59086,0.11860493
59087,0.14145468
59088,0.029626913
59089,0.01428552
59090,0.025535552
59091,0.0011201244
59092,0.11743811
59093,0.03519627
59094,0.005477069
59095,0.0005744726
59096,0.9648252
59097,0.048799302
59098,0.014385364
59099,0.00875064
59100,0.004533783
59101,0.015632933
59102,0.03883823
59103,0.028150748
59104,0.00041082132
59105,0.03096371
59106,0.00094831357
59107,0.027707353
59108,0.1069506
59109,0.041664828
59110,0.00831064
59111,0.012060669
59112,0.026116736
59113,0.955933
59114,0.043735232
59115,0.17445321
59116,0.00081613084
59117,0.00819109
59118,0.028167667
59119,0.0054274607
59120,0.0014842524
59121,0.0068892366
59122,0.026143895
59123,0.99824274
59124,0.940004
59125,0.02171654
59126,0.8131815
59127,0.011112221
59128,0.008176858
59129,0.0053188433
59130,0.015356326
59131,0.030807829
59132,0.11268163
59133,0.6631893
59134,0.08155201
59135,0.00030008203
59136,0.0027542936
59137,0.030478643
59138,0.015753455
59139,0.0030615926
59140,0.031557083
59141,0.9664973
59142,0.37370172
59143,0.010548942
59144,0.022197688
59145,0.029690128
59146,0.03633814
59147,0.0216238
59148,0.013629089
59149,0.011614926
59150,0.006200784
59151,0.021041382
59152,0.029411728
59153,0.011573653
59154,0.03811897
59155,0.061215118
59156,0.12907235
59157,0.015142257
59158,0.02812591
59159,0.0067594955
59160,0.03239865
59161,0.01783972
59162,0.017831735
59163,0.025924802
59164,0.02203907
59165,0.09362929
59166,0.0013873402
59167,0.012695563
59168,0.053875584
59169,0.97640604
59170,0.005403155
59171,0.007971405
59172,0.3010743
59173,0.0005000829
59174,0.0025758212
59175,0.0020097625
59176,0.031633686
59177,0.0060984553
59178,0.0013118427
59179,0.0032075546
59180,0.1999367
59181,0.2180255
59182,0.9854756
59183,0.04468256
59184,0.061158888
59185,0.12109043
59186,0.008516137
59187,0.008675309
59188,0.0401315
59189,0.014471568
59190,0.002318681
59191,0.01721673
59192,0.24722321
59193,0.006935455
59194,0.047917433
59195,0.02058995
59196,0.013108132
59197,0.01940884
59198,0.05870864
59199,0.0018884975
59200,0.9992501
59201,0.0032070791
59202,0.0052004918
59203,0.45630226
59204,0.05862403
59205,0.009894634
59206,0.003269113
59207,0.027505541
59208,0.015508671
59209,0.008648118
59210,0.010988637
59211,0.14822775
59212,0.024178043
59213,0.026177635
59214,0.008787715
59215,0.0022338396
59216,0.018097324
59217,0.0029642335
59218,0.0056676343
59219,0.00764497
59220,0.79751855
59221,0.96984684
59222,0.008122649
59223,0.026039956
59224,0.1227122
59225,0.008104785
59226,0.001639191
59227,0.07683685
59228,0.22604662
59229,0.0016500548
59230,0.0031954115
59231,0.00228481
59232,0.10301386
59233,0.010100965
59234,0.013098896
59235,0.0045756167
59236,0.09930516
59237,0.052216187
59238,0.0050662365
59239,0.5745617
59240,0.0044956836
59241,0.017623581
59242,0.04073032
59243,0.9945701
59244,0.012645866
59245,0.9442202
59246,0.015489418
59247,0.02386632
59248,0.0017357185
59249,0.0665914
59250,0.2272135
59251,0.06022677
59252,0.007273698
59253,0.06809303
59254,0.03486847
59255,0.0015668866
59256,0.0002733855
59257,0.99012566
59258,0.0060770786
59259,0.9961539
59260,0.02543889
59261,0.029458292
59262,0.15989535
59263,0.00033057225
59264,0.3561299
59265,0.61670876
59266,0.028653437
59267,0.5038382
59268,0.033503473
59269,0.004306338
59270,0.99458754
59271,0.007203279
59272,0.96777946
59273,0.01274655
59274,0.022471672
59275,0.013260105
59276,0.037219558
59277,0.004102601
59278,0.043250777
59279,0.00866707
59280,0.0057533877
59281,0.03593351
59282,0.0033938128
59283,0.00551453
59284,0.0011549438
59285,0.014472649
59286,0.053881858
59287,0.04882991
59288,0.9931844
59289,0.0044604028
59290,0.03423465
59291,0.042688277
59292,0.0002335853
59293,0.010856065
59294,0.9812191
59295,0.2909463
59296,0.008987573
59297,0.017299034
59298,0.05882736
59299,0.008412111
59300,0.13544595
59301,0.019015314
59302,0.042411767
59303,0.05444697
59304,0.021663437
59305,0.25569436
59306,0.015630055
59307,0.0113684805
59308,0.0047391616
59309,0.010508782
59310,0.0033018508
59311,0.08961226
59312,0.05201225
59313,0.97419965
59314,0.43839675
59315,0.0037591315
59316,0.36187243
59317,0.020149762
59318,0.009817615
59319,0.07878736
59320,0.015406618
59321,0.032581154
59322,0.034116585
59323,0.072764434
59324,0.8776401
59325,0.007547409
59326,0.022453096
59327,0.05240054
59328,0.00910182
59329,0.024164518
59330,0.2755535
59331,0.019924417
59332,0.003291277
59333,0.0014022238
59334,0.0315072
59335,0.009110102
59336,0.06305811
59337,0.0063724862
59338,0.069018066
59339,0.574745
59340,0.36699757
59341,0.06997331
59342,0.1674955
59343,0.013947989
59344,0.08734754
59345,0.0068232957
59346,0.004785633
59347,0.13872969
59348,0.009453179
59349,0.01976093
59350,0.021080675
59351,0.023618514
59352,0.08747129
59353,0.8909444
59354,0.96082044
59355,0.00041056253
59356,0.011741469
59357,0.0089861
59358,0.012213153
59359,0.021326797
59360,0.98167175
59361,0.0038120034
59362,0.5887224
59363,0.0010097586
59364,0.00270122
59365,0.0020991834
59366,0.0032283159
59367,0.049853753
59368,0.93589026
59369,0.015633468
59370,0.0060566408
59371,0.0067666736
59372,0.59629613
59373,0.031530716
59374,0.008607415
59375,0.9529275
59376,0.8901082
59377,0.4619886
59378,0.09198145
59379,0.017860806
59380,0.09627286
59381,0.014472683
59382,0.08540615
59383,0.9813905
59384,0.017237801
59385,0.008531306
59386,0.09968323
59387,0.9862939
59388,0.07600951
59389,0.026808238
59390,0.07284076
59391,0.029910944
59392,0.23220278
59393,0.8294803
59394,0.9165362
59395,0.0761754
59396,0.025526144
59397,0.008156183
59398,0.009183158
59399,0.004547426
59400,0.0180747
59401,0.027839687
59402,0.14573944
59403,0.0066222115
59404,0.011488789
59405,0.0025072682
59406,0.008225261
59407,0.029638903
59408,0.11950415
59409,0.033162743
59410,0.0063719554
59411,0.004504816
59412,0.015223759
59413,0.00021664731
59414,0.07890166
59415,0.008875998
59416,0.0060714334
59417,0.0037672226
59418,0.0046246867
59419,0.001393635
59420,0.06870403
59421,0.114738524
59422,0.04172763
59423,0.023534236
59424,0.9497584
59425,0.07759874
59426,0.008412154
59427,0.002387207
59428,0.533352
59429,0.0022424818
59430,0.00093925814
59431,0.013100751
59432,0.005640328
59433,0.02327072
59434,0.001216337
59435,0.00028899606
59436,0.0014485243
59437,0.005412039
59438,0.50215834
59439,0.048106335
59440,0.005660826
59441,0.011929621
59442,0.0012562135
59443,0.0038197504
59444,0.03916693
59445,0.051667858
59446,0.07155197
59447,0.0047596134
59448,0.0069509307
59449,0.03153258
59450,0.027430857
59451,0.96512425
59452,0.054271728
59453,0.017700845
59454,0.056449052
59455,0.015205812
59456,0.024968145
59457,0.977428
59458,0.10122398
59459,0.1758276
59460,0.037651677
59461,0.009324397
59462,0.88650936
59463,0.0032933503
59464,0.38238612
59465,0.06613316
59466,0.11749298
59467,0.06687876
59468,0.000910613
59469,0.074065894
59470,0.0019424417
59471,0.0026502009
59472,0.11209421
59473,0.012871725
59474,0.008110115
59475,0.07490224
59476,0.013766545
59477,0.027787969
59478,0.0056718546
59479,0.015704136
59480,0.0059168856
59481,0.05852794
59482,0.9767346
59483,0.0031571037
59484,0.0023537423
59485,0.015767096
59486,0.079509325
59487,0.07120779
59488,0.02801414
59489,0.034345094
59490,0.012958164
59491,0.9856507
59492,0.006766081
59493,0.0099923825
59494,0.0014999092
59495,0.9098698
59496,0.010473923
59497,0.97617435
59498,0.054594737
59499,0.05345786
59500,0.98303485
59501,0.014103405
59502,0.9135319
59503,0.11579374
59504,0.0029882155
59505,0.06328487
59506,0.0022892742
59507,0.0030147186
59508,0.0068746433
59509,0.09129138
59510,0.027994031
59511,0.00069667335
59512,0.0047765593
59513,0.13344455
59514,0.0052345395
59515,0.039067924
59516,0.013349312
59517,0.7142757
59518,0.0022020442
59519,0.002787685
59520,0.008880059
59521,0.012317975
59522,0.053550933
59523,0.01653282
59524,0.005083427
59525,0.87603813
59526,0.27992162
59527,0.014615211
59528,0.009426422
59529,0.02845621
59530,0.95382005
59531,0.004943173
59532,0.0006862692
59533,0.043948624
59534,0.07123107
59535,0.030679375
59536,0.026798783
59537,0.02478557
59538,0.06568581
59539,0.06176542
59540,0.8520213
59541,0.0085077705
59542,0.047543794
59543,0.021978322
59544,0.10219506
59545,0.030163936
59546,0.025281278
59547,0.016756697
59548,0.0038380018
59549,0.05156935
59550,0.007058944
59551,0.0158385
59552,0.002388876
59553,0.007697512
59554,0.9733893
59555,0.007131
59556,0.0013754121
59557,0.0025807102
59558,0.026798835
59559,0.008860465
59560,0.0014345618
59561,0.0026445955
59562,0.1425442
59563,0.04283018
59564,0.041020405
59565,0.005809149
59566,0.008081019
59567,0.006082741
59568,0.0029403092
59569,0.0025711714
59570,0.03359293
59571,0.021423852
59572,0.008519541
59573,0.017084502
59574,0.92937535
59575,0.020612115
59576,0.015855046
59577,0.025859466
59578,0.90661377
59579,0.006265112
59580,0.0073949383
59581,0.020526284
59582,0.0098763015
59583,0.01289895
59584,0.0011028207
59585,0.014029822
59586,0.010714901
59587,0.026565818
59588,0.17271324
59589,0.14031982
59590,0.0034858102
59591,0.25309142
59592,0.010648617
59593,0.0069606467
59594,0.12623522
59595,0.0032977483
59596,0.061234683
59597,0.9446343
59598,0.021084176
59599,0.0766019
59600,0.9208905
59601,0.0038329114
59602,0.110883944
59603,0.03241043
59604,0.017250618
59605,0.0024754144
59606,0.02066241
59607,0.06392502
59608,0.0072616194
59609,0.0041550556
59610,0.87070566
59611,0.0144746015
59612,0.9837483
59613,0.11151135
59614,0.10024692
59615,0.007680122
59616,0.040230162
59617,0.03138756
59618,0.077072814
59619,0.018047407
59620,0.013114278
59621,0.03335755
59622,0.004902013
59623,0.03496026
59624,0.08575479
59625,0.09014468
59626,0.015635068
59627,0.03537023
59628,0.0022172737
59629,0.0012400192
59630,0.0428635
59631,0.0007661876
59632,0.0068794335
59633,0.013303461
59634,0.0025976237
59635,0.0024219402
59636,0.058469698
59637,0.026488895
59638,0.9945111
59639,0.009495045
59640,0.0063515063
59641,0.02549732
59642,0.0033850586
59643,0.059821323
59644,0.03841005
59645,0.23521838
59646,0.00687828
59647,0.96530837
59648,0.0030606585
59649,0.018713236
59650,0.0011547562
59651,0.0025994144
59652,0.0036110294
59653,0.0037957483
59654,0.066710554
59655,0.021571655
59656,0.09048738
59657,0.9479997
59658,0.006351886
59659,0.039526086
59660,0.14363946
59661,0.03354319
59662,0.9437326
59663,0.041336603
59664,0.10421929
59665,0.021163851
59666,0.029028598
59667,0.006649479
59668,0.011994714
59669,0.0047064
59670,0.08841738
59671,0.004885128
59672,0.009428956
59673,0.009467143
59674,0.506028
59675,0.00013367445
59676,0.1765766
59677,0.93309706
59678,0.0064150416
59679,0.021359487
59680,0.0029276782
59681,0.018290292
59682,0.072639935
59683,0.0025498364
59684,0.023078172
59685,0.019349067
59686,0.28833014
59687,0.025442792
59688,0.010729594
59689,0.17390786
59690,0.0023009595
59691,0.009759602
59692,0.07401822
59693,0.00859889
59694,0.06885641
59695,0.0029206795
59696,0.926994
59697,0.0039720377
59698,0.012142245
59699,0.016618017
59700,0.057796754
59701,0.0034035714
59702,0.0057458673
59703,0.023815544
59704,0.0024303175
59705,0.08030107
59706,0.02369845
59707,0.009772846
59708,0.3571378
59709,0.034417853
59710,0.041553922
59711,0.04110831
59712,0.01650107
59713,0.06314915
59714,0.89077073
59715,0.9030549
59716,0.015954465
59717,0.0032606374
59718,0.027391026
59719,0.9528809
59720,0.009475562
59721,0.91013473
59722,0.016971024
59723,0.013727224
59724,0.25284702
59725,0.016361687
59726,0.008672013
59727,0.02651445
59728,0.0015089436
59729,0.0011803152
59730,0.10053591
59731,0.034218162
59732,0.028922357
59733,0.03186332
59734,0.010019056
59735,0.0023495727
59736,0.07571325
59737,0.005673638
59738,0.17690356
59739,0.022911783
59740,0.011714443
59741,0.007423705
59742,0.14909092
59743,0.0071116104
59744,0.060510114
59745,0.014795573
59746,0.030471096
59747,0.99537057
59748,0.017556261
59749,0.012358745
59750,0.05412602
59751,0.0062345318
59752,0.034542594
59753,0.0046799164
59754,0.0011193958
59755,0.015322397
59756,0.0041225236
59757,0.039835162
59758,0.022821339
59759,0.01440669
59760,0.13386907
59761,0.016044106
59762,0.33059603
59763,0.00022292802
59764,0.06973882
59765,0.003853015
59766,0.12223425
59767,0.08139595
59768,0.0018717437
59769,0.009604829
59770,0.03198427
59771,0.015612913
59772,0.008460498
59773,0.004474349
59774,0.046636187
59775,0.1133419
59776,0.19302502
59777,0.05506931
59778,0.0016562176
59779,0.056250963
59780,0.00047558086
59781,0.017152471
59782,0.020106632
59783,0.021480141
59784,0.01015038
59785,0.0022663807
59786,0.20321925
59787,0.43124118
59788,0.016347948
59789,0.03361109
59790,0.009635568
59791,0.00072169414
59792,0.014731229
59793,0.02274861
59794,0.9498655
59795,0.96532637
59796,0.0017407202
59797,0.019825798
59798,0.009886569
59799,0.0027105734
59800,0.20591892
59801,0.008630357
59802,0.14634073
59803,0.12926152
59804,0.025923837
59805,0.0006076585
59806,0.010731269
59807,0.009572799
59808,0.0019624683
59809,0.0144284535
59810,0.004881668
59811,0.0084624905
59812,0.0065833787
59813,0.006642006
59814,0.0037115721
59815,0.15975462
59816,0.10041726
59817,0.0012141146
59818,0.43291992
59819,0.23553057
59820,0.021494659
59821,0.0562315
59822,0.010685997
59823,0.046355825
59824,0.03949659
59825,0.006591892
59826,0.02811917
59827,0.13826717
59828,0.035041306
59829,0.08284119
59830,0.011782145
59831,0.0064850645
59832,0.1484704
59833,0.12737375
59834,0.004814907
59835,0.00321104
59836,0.013105085
59837,0.055669192
59838,0.08484628
59839,0.06144877
59840,0.06855765
59841,0.99359787
59842,0.01677966
59843,0.037564468
59844,0.14588198
59845,0.0068354364
59846,0.0043128715
59847,0.01018054
59848,0.007945674
59849,0.0003324686
59850,0.9895313
59851,0.0009877373
59852,0.007260413
59853,0.05233277
59854,0.0025233955
59855,0.0041523734
59856,0.0022773263
59857,0.10851348
59858,0.98211426
59859,0.024994249
59860,0.94901884
59861,0.0041347747
59862,0.015497208
59863,0.0053773504
59864,0.0055155423
59865,0.024512611
59866,0.0521237
59867,0.09069798
59868,0.007113958
59869,0.029707907
59870,0.00060526177
59871,0.0009883577
59872,0.008735564
59873,0.0025865273
59874,0.009763856
59875,0.02540257
59876,0.0029474404
59877,0.042383388
59878,0.9932927
59879,0.010381792
59880,0.9715999
59881,0.0007634964
59882,0.03549975
59883,0.060640324
59884,0.017890682
59885,0.035790846
59886,0.02279522
59887,0.9078506
59888,0.009138767
59889,0.0042556417
59890,0.00337032
59891,0.59044105
59892,0.01639638
59893,0.016534798
59894,0.023697115
59895,0.07677548
59896,0.004000565
59897,0.007912275
59898,0.008052598
59899,0.0077661197
59900,0.028116299
59901,0.9790965
59902,0.018701736
59903,0.015552778
59904,0.17315254
59905,0.0385405
59906,0.20559715
59907,0.0173755
59908,0.009973584
59909,0.019420037
59910,0.061961137
59911,0.01993345
59912,0.028391875
59913,0.0003571451
59914,0.06933717
59915,0.009450613
59916,0.00086568686
59917,0.014764307
59918,0.005881813
59919,0.008759164
59920,0.044276096
59921,0.037429925
59922,0.085086405
59923,0.03907059
59924,0.0012778705
59925,0.95210546
59926,0.02100521
59927,0.0060697272
59928,0.0022927576
59929,0.0007499265
59930,0.012576544
59931,0.0067881504
59932,0.02094271
59933,0.026942402
59934,0.004160527
59935,0.0021555123
59936,0.033374052
59937,0.048594486
59938,0.05911744
59939,0.18976921
59940,0.4982671
59941,0.0004457913
59942,0.006809437
59943,0.019929543
59944,0.032516714
59945,0.010993784
59946,0.026328012
59947,0.010243375
59948,0.021878874
59949,0.9945529
59950,0.009718539
59951,0.080611624
59952,0.0049112653
59953,0.08917103
59954,0.028505085
59955,0.0005183363
59956,0.010176125
59957,0.10085564
59958,0.053397216
59959,0.011994951
59960,0.00048682818
59961,0.0744479
59962,0.121643275
59963,0.008939206
59964,0.00066993764
59965,0.006958505
59966,0.8856234
59967,0.02119908
59968,0.009674455
59969,0.0071334317
59970,0.059826653
59971,0.9768486
59972,0.893189
59973,0.08305083
59974,0.0044910763
59975,0.018753374
59976,0.0011270022
59977,0.027522502
59978,0.1315604
59979,0.045326315
59980,0.98357415
59981,0.010371729
59982,0.987107
59983,0.087837234
59984,0.004655618
59985,0.03985026
59986,0.05301187
59987,0.008610869
59988,0.064859144
59989,0.004882569
59990,0.033786237
59991,0.031429645
59992,0.003291978
59993,0.0060708406
59994,0.09519188
59995,0.9791808
59996,0.009947468
59997,0.05565498
59998,0.074028656
59999,0.0037345719
60000,0.0004675548
60001,0.015630951
60002,0.13527308
60003,0.013426525
60004,0.009983076
60005,0.03003513
60006,0.050558865
60007,0.021274103
60008,0.021350095
60009,0.008092624
60010,0.16170269
60011,0.007868677
60012,0.10522834
60013,0.0040181195
60014,0.021005321
60015,0.02405941
60016,0.37236893
60017,0.023190022
60018,0.02053838
60019,0.91899484
60020,0.020695074
60021,0.008207221
60022,0.22472051
60023,0.015943097
60024,0.92827594
60025,0.022770362
60026,0.23048736
60027,0.74136144
60028,0.0029638559
60029,0.9677881
60030,0.89476013
60031,0.19225772
60032,0.19053821
60033,0.004634795
60034,0.0012541692
60035,0.3003222
60036,0.00095491455
60037,0.0007227375
60038,0.008983314
60039,0.01605904
60040,0.06739392
60041,0.033839803
60042,0.00980808
60043,0.010876078
60044,0.06233963
60045,0.0038237423
60046,0.32267886
60047,0.02065585
60048,0.0005303922
60049,0.0532435
60050,0.03432703
60051,0.9885417
60052,0.011658592
60053,0.02399213
60054,0.0019099286
60055,0.02183353
60056,0.642447
60057,0.14810663
60058,0.03571575
60059,0.0027065624
60060,0.056282133
60061,0.013273669
60062,0.22104059
60063,0.010262802
60064,0.0020343165
60065,0.008076021
60066,0.07331832
60067,0.07219904
60068,0.0047188126
60069,0.0017832154
60070,0.030531676
60071,0.0028123
60072,0.119477965
60073,0.017963307
60074,0.052945048
60075,0.023054399
60076,0.054378778
60077,0.025706397
60078,0.07755722
60079,0.0060990187
60080,0.010255356
60081,0.440074
60082,0.038025238
60083,0.031835105
60084,0.093913905
60085,0.019119471
60086,0.04459003
60087,0.0008478283
60088,0.02301166
60089,0.032015737
60090,0.021269357
60091,0.9929611
60092,0.004359792
60093,0.022264652
60094,0.000415555
60095,0.08352067
60096,0.009127837
60097,0.0030534547
60098,0.26851115
60099,0.009545639
60100,0.012317784
60101,0.011793065
60102,0.005381103
60103,0.002363205
60104,0.09345161
60105,0.017727878
60106,0.00044879792
60107,0.0012147276
60108,0.012362184
60109,0.022258455
60110,0.027408713
60111,0.009097043
60112,0.027527336
60113,0.008446949
60114,0.089253716
60115,0.0027074043
60116,0.988049
60117,0.078371465
60118,0.026232153
60119,0.0010916486
60120,0.04078974
60121,0.034042377
60122,0.025641644
60123,0.003384692
60124,0.022267709
60125,0.04424573
60126,0.006731535
60127,0.022249667
60128,0.008434342
60129,0.0019839534
60130,0.0036470557
60131,0.86109763
60132,0.99453765
60133,0.24182451
60134,0.00990538
60135,0.07221545
60136,0.0033730872
60137,0.0075818356
60138,0.05934002
60139,0.040880617
60140,0.19782975
60141,0.0006732906
60142,0.0059768558
60143,0.98934305
60144,0.11570057
60145,0.003371392
60146,0.025198365
60147,0.025883747
60148,0.00045999972
60149,0.0022689472
60150,0.009650049
60151,0.9270911
60152,0.012554198
60153,0.0112814605
60154,0.26188698
60155,0.0018848834
60156,0.011666001
60157,0.106929675
60158,0.0038978243
60159,0.034730516
60160,0.0032998917
60161,0.039702818
60162,0.44280165
60163,0.014248047
60164,0.0046951068
60165,0.079877235
